Day,Records,Peak_EvoEngine,Peak_Analytical,Peak_AZMET,Mean_EvoEngine,Mean_Analytical,Mean_AZMET,Daily_EvoEngine,Daily_Analytical,Daily_AZMET,EvoEngine_vs_Analytical_mean_diff,EvoEngine_vs_AZMET_mean_diff,EvoEngine_vs_Analytical_ratio,EvoEngine_vs_AZMET_ratio
June 12,14,1129.977442987725,1883.3798965718888,2193.6000000000004,798.1681650920083,955.959131547514,1306.5847619047618,40.22767552063722,48.180340229994705,65.85187199999999,-157.79096645550567,-508.4165968127535,0.8349396315718305,0.6108812748806476
June 13,14,1130.0532424975306,1884.2664450554053,1803.6266666666663,798.5659623236994,956.9175960452251,784.2990476190477,40.24772450111445,48.228646840679346,39.528672,-158.35163372152567,14.266914704651754,0.8345190491052045,1.0181906566735772
